Protein Name,String 1,String 2,String 3
VFG001248(gb|NP_249788) (fleQ) transcriptional regulator FleQ [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_249788,fleQ,VF0273
VFG001249(gb|NP_249790) (fleR) two-component response regulator [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_249790,fleR,VF0273
VFG001250(gb|NP_249791) (fliE) flagellar hook-basal body complex protein FliE [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_249791,fliE,VF0273
VFG001251(gb|NP_249792) (fliF) flagellar M-ring protein FliF [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_249792,fliF,VF0273
VFG001252(gb|NP_249793) (fliG) flagellar motor switch protein G [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_249793,fliG,VF0273
VFG001253(gb|NP_249794) (fliH) flagellar assembly protein H [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_249794,fliH,VF0273
VFG001254(gb|NP_249795) (fliI) flagellum-specific ATP synthase FliI [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_249795,fliI,VF0273
VFG001255(gb|NP_249796) (fliJ) flagellar protein FliJ [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_249796,fliJ,VF0273
VFG001256(gb|NP_250134) (fliM) flagellar motor switch protein FliM [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_250134,fliM,VF0273
VFG001257(gb|NP_250135) (fliN) flagellar motor switch protein FliN [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_250135,fliN,VF0273
VFG001258(gb|NP_250136) (fliO) flagellar protein FliO [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_250136,fliO,VF0273
VFG001259(gb|NP_250137) (fliP) flagellar biosynthetic protein FliP [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_250137,fliP,VF0273
VFG001260(gb|NP_250138) (fliQ) flagellar biosynthetic protein FliQ [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_250138,fliQ,VF0273
VFG001261(gb|NP_250139) (fliR) flagellar biosynthetic protein FliR [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_250139,fliR,VF0273
VFG001262(gb|NP_250140) (flhB) flagellar biosynthetic protein FlhB [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_250140,flhB,VF0273
VFG001263(gb|NP_250143) (flhA) flagellar biosynthesis protein FlhA [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_250143,flhA,VF0273
VFG001264(gb|NP_250144) (flhF) flagellar biosynthesis protein FlhF [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_250144,flhF,VF0273
VFG001265(gb|NP_250145) (fleN) flagellar synthesis regulator FleN [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_250145,fleN,VF0273
VFG001266(gb|NP_252912) (pchI) ABC transporter ATP-binding protein [Pyochelin (VF0095) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_252912,pchI,VF0095
VFG001267(gb|NP_252913) (pchH) ABC transporter ATP-binding protein [Pyochelin (VF0095) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_252913,pchH,VF0095
VFG001268(gb|NP_252914) (pchG) pyochelin biosynthetic protein PchG [Pyochelin (VF0095) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_252914,pchG,VF0095
"VFG002057(gb|NP_248761) (tagR) type VI secretion associated protein TagR, positively regulates PpkA [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]",gb|NP_248761,tagR,VF0334
"VFG002058(gb|NP_248762) (tagS) type VI secretion associated protein TagS, forming a stable inner membrane complex with TagT [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]",gb|NP_248762,tagS,VF0334
"VFG002059(gb|NP_248763) (tagT) type VI secretion associated protein TagT, ATP-binding component of ABC transporter [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]",gb|NP_248763,tagT,VF0334
VFG002060(gb|NP_248764) (ppkA) serine/threonine protein kinase PpkA [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_248764,ppkA,VF0334
VFG002061(gb|NP_248765) (pppA) Pseudomonas protein phosphatase PppA [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_248765,pppA,VF0334
VFG002062(gb|NP_248766) (tagF/pppB) Pseudomonas protein phosphatase PppB [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_248766,tagF/pppB,VF0334
VFG002063(gb|NP_248767) (icmF1/tssM1) type VI secretion system protein IcmF1 [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_248767,icmF1/tssM1,VF0334
VFG002064(gb|NP_248768) (dotU1) type VI secretion system protein DotU [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_248768,dotU1,VF0334
VFG002065(gb|NP_248769) (hsiJ1) type VI secretion system hcp secretion island protein HsiJ1 [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_248769,hsiJ1,VF0334
VFG002066(gb|NP_248770) (lip1) lipoprotein [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_248770,lip1,VF0334
VFG002067(gb|NP_248771) (fha1) type VI secretion system forkhead-associated protein Fha1 [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_248771,fha1,VF0334
VFG002068(gb|NP_248772) (hsiA1) type VI secretion system hcp secretion island protein HsiA1 [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_248772,hsiA1,VF0334
VFG002069(gb|NP_248773) (hsiB1/vipA/tssB) type VI secretion system tubule-forming protein VipA [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_248773,hsiB1/vipA/tssB,VF0334
VFG002070(gb|NP_248774) (hsiC1/vipB/tssC) type VI secretion system tubule-forming protein VipB [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_248774,hsiC1/vipB/tssC,VF0334
VFG002071(gb|NP_248775) (hcp1) type VI secretion system substrate Hcp1 [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_248775,hcp1,VF0334
"VFG002072(gb|NP_248776) (hsiE1) type VI secretion system hcp secretion island protein HsiE1, interacting with HsiB1 to form a novel subcomplex of the T6SS [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]",gb|NP_248776,hsiE1,VF0334
"VFG002073(gb|NP_248777) (hsiF1/tssE) type VI secretion system hcp secretion island protein HsiF1, a gp25-like protein, but not exhibit lysozyme activity [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]",gb|NP_248777,hsiF1/tssE,VF0334
VFG002074(gb|NP_248778) (hsiG1/tssF) type VI secretion system hcp secretion island protein HsiG1 [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_248778,hsiG1/tssF,VF0334
VFG002075(gb|NP_248779) (hsiH1/tssG) type VI secretion system hcp secretion island protein HsiH1 [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_248779,hsiH1/tssG,VF0334
VFG002076(gb|NP_248780) (clpV1) type VI secretion system AAA+ family ATPase [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_248780,clpV1,VF0334
VFG002077(gb|NP_248781) (vgrG1a) type VI secretion system substrate VgrG1 [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_248781,vgrG1a,VF0334
VFG013948(gb|NP_251650) (pilZ) type 4 fimbrial biogenesis protein PilZ [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],gb|NP_251650,pilZ,VF0082
VFG014099(gb|NP_251849) (wbpA) UDP-N-acetyl-d-glucosamine 6-dehydrogenase [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1],gb|NP_251849,wbpA,VF0085
VFG014100(gb|NP_251848) (wbpB) UDP-N-acetyl-2-amino-2-deoxy-D-glucuronate oxidase [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1],gb|NP_251848,wbpB,VF0085
VFG014101(gb|NP_251847) (PA3157) acetyltransferase [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1],gb|NP_251847,PA3157,VF0085
"VFG014102(gb|NP_251846) (wbpD) UDP-2-acetamido-3-amino-2, 3-dideoxy-D-glucuronate N-acetyltransferase [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1]",gb|NP_251846,wbpD,VF0085
VFG014103(gb|NP_251845) (wbpE) UDP-2-acetamido-2-deoxy-3-oxo-D-glucuronate aminotransferase [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1],gb|NP_251845,wbpE,VF0085
VFG014105(gb|NP_251843) (wzx) O-antigen translocase [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1],gb|NP_251843,wzx,VF0085
VFG014106(gb|NP_251842) (hisH2) imidazole glycerol phosphate synthase subunit HisH [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1],gb|NP_251842,hisH2,VF0085
VFG014107(gb|NP_251841) (hisF2) imidazole glycerol phosphate synthase subunit HisF [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1],gb|NP_251841,hisF2,VF0085
VFG014108(gb|NP_251840) (wbpG) LPS biosynthesis protein WbpG [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1],gb|NP_251840,wbpG,VF0085
VFG014109(gb|NP_251839) (wbpH) glycosyltransferase WbpH [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1],gb|NP_251839,wbpH,VF0085
"VFG014110(gb|NP_251838) (wbpI) UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimeras [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1]",gb|NP_251838,wbpI,VF0085
VFG014111(gb|NP_251837) (wbpJ) glycosyl transferase WbpJ [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1],gb|NP_251837,wbpJ,VF0085
VFG014112(gb|NP_251836) (wbpK) NAD-dependent epimerase/dehydratase [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1],gb|NP_251836,wbpK,VF0085
VFG014113(gb|NP_251835) (wbpL) glycosyltransferase WbpL [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1],gb|NP_251835,wbpL,VF0085
VFG014115(gb|YP_008719764) (PA3143) hypothetical protein [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1],gb|YP_008719764,PA3143,VF0085
VFG014116(gb|NP_251832) (PA3142) hypothetical protein [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1],gb|NP_251832,PA3142,VF0085
VFG014117(gb|NP_251831) (wbpM) nucleotide sugar epimerase/dehydratase WbpM [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1],gb|NP_251831,wbpM,VF0085
VFG014148(gb|NP_249768) (flgB) flagellar basal body rod protein FlgB [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_249768,flgB,VF0273
VFG014304(gb|NP_249784) (fleI/flaG) flagellar protein FlaG [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_249784,fleI/flaG,VF0273
VFG014330(gb|NP_249786) (fliS) flagellar protein FliS [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_249786,fliS,VF0273
VFG014343(gb|NP_249787) (fleP/fliT) flagellar protein FliT [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_249787,fleP/fliT,VF0273
VFG014369(gb|NP_249789) (fleS) two-component sensor [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_249789,fleS,VF0273
VFG014473(gb|NP_250132) (fliK) flagellar hook-length control protein FliK [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_250132,fliK,VF0273
VFG014486(gb|NP_250133) (fliL) flagellar basal body protein FliL [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_250133,fliL,VF0273
VFG014629(gb|NP_250146) (fliA) flagellar biosynthesis sigma factor FliA [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_250146,fliA,VF0273
VFG014642(gb|NP_252040) (flgA) flagellar basal body P-ring biosynthesis protein FlgA [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_252040,flgA,VF0273
VFG014655(gb|NP_252041) (flgM) negative regulator of flagellin synthesis [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_252041,flgM,VF0273
VFG014668(gb|NP_252042) (flgN) flagella synthesis protein FlgN [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_252042,flgN,VF0273
VFG014681(gb|NP_253640) (motB) flagellar motor protein [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_253640,motB,VF0273
VFG014694(gb|NP_253641) (motA) flagellar motor protein [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_253641,motA,VF0273
VFG014707(gb|NP_250151) (motC) flagellar motor protein [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_250151,motC,VF0273
VFG014720(gb|NP_250152) (motD) flagellar motor protein [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_250152,motD,VF0273
VFG014733(gb|NP_252216) (motY) probable outer membrane protein precursor [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_252216,motY,VF0273
VFG014893(gb|NP_254009) (algC) phosphomannomutase AlgC [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1],gb|NP_254009,algC,VF0091
VFG014950(gb|NP_249457) (mucD) serine protease MucD precursor [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1],gb|NP_249457,mucD,VF0091
VFG014984(gb|NP_253136) (algW) AlgW protein [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1],gb|NP_253136,algW,VF0091
VFG014997(gb|NP_252722) (mucE) small envelope protein MucE [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1],gb|NP_252722,mucE,VF0091
VFG015000(gb|NP_252339) (mucP) metalloprotease protease [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1],gb|NP_252339,mucP,VF0091
VFG015045(gb|NP_249821) (rhlC) rhamnosyltransferase 2 [Rhamnolipid (VF0089) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1],gb|NP_249821,rhlC,VF0089
"VFG015165(gb|WP_003134060) (exoU) type III secretion system effector ExoU, phospholipase A2 activity [TTSS secreted effectors (VF0853) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa UCBPP-PA14]",gb|WP_003134060,exoU,VF0853
VFG015503(gb|NP_252899) (phzA1) phenazine biosynthesis protein PhzA [Pyocyanin (VF0100) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_252899,phzA1,VF0100
VFG015506(gb|NP_252900) (phzB1) phenazine biosynthesis protein PhzB [Pyocyanin (VF0100) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_252900,phzB1,VF0100
VFG015509(gb|NP_252901) (phzC1) phenazine biosynthesis protein PhzC [Pyocyanin (VF0100) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_252901,phzC1,VF0100
"VFG015512(gb|NP_252902) (phzD1) phenazine biosynthesis protein PhzD, isochorismatase  [Pyocyanin (VF0100) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]",gb|NP_252902,phzD1,VF0100
VFG015515(gb|NP_252903) (phzE1) phenazine biosynthesis protein PhzE [Pyocyanin (VF0100) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_252903,phzE1,VF0100
"VFG015518(gb|NP_252904) (phzF1) phenazine biosynthesis protein PhzF, isomerase [Pyocyanin (VF0100) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]",gb|NP_252904,phzF1,VF0100
"VFG015521(gb|NP_252906) (phzG1) phenazine biosynthesis protein PhzG, pyridoxamine 5'-phosphate oxidase [Pyocyanin (VF0100) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]",gb|NP_252906,phzG1,VF0100
VFG015524(gb|NP_250590) (phzA2) phenazine biosynthesis protein PhzA [Pyocyanin (VF0100) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_250590,phzA2,VF0100
VFG015527(gb|NP_250591) (phzB2) phenazine biosynthesis protein PhzB [Pyocyanin (VF0100) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_250591,phzB2,VF0100
VFG015530(gb|NP_250592) (phzC2) phenazine biosynthesis protein PhzC [Pyocyanin (VF0100) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_250592,phzC2,VF0100
VFG015542(gb|NP_252905) (phzG2) pyridoxamine 5'-phosphate oxidase [Pyocyanin (VF0100) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_252905,phzG2,VF0100
VFG015551(gb|NP_248741) (phzH) phenazine-modifying enzyme [Pyocyanin (VF0100) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_248741,phzH,VF0100
VFG015859(gb|NP_252177) (pldA/tle5a) phospholipase D [HSI-2 T6SS secreted effectors (VF0915) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_252177,pldA/tle5a,VF0915
VFG015950(gb|NP_251075) (pvdQ) 3-oxo-C12-homoserine lactone acylase PvdQ [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_251075,pvdQ,VF0094
VFG015973(gb|NP_251082) (pvdP) tyrosinase required for pyoverdine maturation  [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_251082,pvdP,VF0094
VFG015983(gb|NP_251083) (pvdM) dipeptidase precursor [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_251083,pvdM,VF0094
VFG015994(gb|NP_251084) (pvdN) pyoverdine biosynthesis protein PvdN [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_251084,pvdN,VF0094
VFG016005(gb|NP_251085) (pvdO) pyoverdine biosynthesis protein PvdO [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_251085,pvdO,VF0094
VFG016016(gb|NP_251086) (pvdF) pyoverdine synthetase F [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_251086,pvdF,VF0094
VFG016038(gb|NP_251090) (pvdJ) pyoverdine biosynthesis protein PvdJ [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_251090,pvdJ,VF0094
VFG016041(gb|NP_251092) (pvdI) peptide synthase [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_251092,pvdI,VF0094
VFG016046(gb|NP_251103) (pvdH) diaminobutyrate-2-oxoglutarate aminotransferase PvdH [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_251103,pvdH,VF0094
VFG016058(gb|NP_251114) (pvdL) peptide synthase PvdL [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_251114,pvdL,VF0094
VFG016069(gb|NP_251115) (pvdG) pyoverdine biosynthesis protein PvdG [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_251115,pvdG,VF0094
VFG016087(gb|NP_251117) (pvdY) hypothetical protein [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_251117,pvdY,VF0094
"VFG041010(gb|NP_248760) (tagQ) type VI secretiona ssociated protein TagQ, outer membrane lipoprotein [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]",gb|NP_248760,tagQ,VF0334
VFG041011(gb|NP_248785) (vgrG1b) type VI secretion system substrate VgrG1b [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_248785,vgrG1b,VF0334
VFG041012(gb|NP_250202) (vgrG) type VI secretion system tip protein VgrG [HSI-2 (VF0943) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_250202,vgrG,VF0943
VFG041013(gb|NP_250203) (hcpA) Hcp family type VI secretion system effector [HSI-2 (VF0943) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_250203,hcpA,VF0943
VFG041014(gb|NP_250347) (tssA) type VI secretion system protein TssA [HSI-2 (VF0943) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_250347,tssA,VF0943
VFG041015(gb|NP_250348) (tssB) type VI secretion system contractile sheath small subunit [HSI-2 (VF0943) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_250348,tssB,VF0943
VFG041016(gb|NP_250349) (tssC) type VI secretion system contractile sheath large subunit [HSI-2 (VF0943) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_250349,tssC,VF0943
VFG041017(gb|NP_250350) (tssE) type VI secretion system baseplate subunit TssE [HSI-2 (VF0943) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_250350,tssE,VF0943
VFG041018(gb|NP_250351) (tssF) type VI secretion system baseplate subunit TssF [HSI-2 (VF0943) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_250351,tssF,VF0943
VFG041019(gb|NP_250352) (tssG) type VI secretion system baseplate subunit TssG [HSI-2 (VF0943) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_250352,tssG,VF0943
VFG041020(gb|NP_250353) (tssH) type VI secretion system ATPase TssH [HSI-2 (VF0943) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_250353,tssH,VF0943
VFG041021(gb|NP_250354) (PA1663) transcriptional regulator [HSI-2 (VF0943) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_250354,PA1663,VF0943
VFG041022(gb|NP_250355) (PA1664) hypothetical protein [HSI-2 (VF0943) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_250355,PA1664,VF0943
VFG041023(gb|NP_250356) (PA1665) hypothetical protein [HSI-2 (VF0943) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_250356,PA1665,VF0943
VFG041024(gb|NP_250357) (tssJ) type VI secretion system lipoprotein TssJ [HSI-2 (VF0943) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_250357,tssJ,VF0943
VFG041025(gb|NP_250358) (tssK) type VI secretion system baseplate subunit TssK [HSI-2 (VF0943) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_250358,tssK,VF0943
VFG041026(gb|NP_250359) (icmH/tssL) type IVB secretion system protein IcmH/DotU [HSI-2 (VF0943) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_250359,icmH/tssL,VF0943
VFG041027(gb|NP_250360) (tssM) type VI secretion system membrane subunit TssM [HSI-2 (VF0943) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_250360,tssM,VF0943
VFG041028(gb|NP_250361) (stp1) serine/threonine phosphoprotein phosphatase Stp1 [HSI-2 (VF0943) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_250361,stp1,VF0943
VFG041029(gb|NP_250362) (stk1) serine-threonine kinase Stk1 [HSI-2 (VF0943) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_250362,stk1,VF0943
"VFG041030(gb|NP_250535) (tse1) type VI secretion system effector Tse1, peptidoglycanhydrolase [HSI-1 T6SS secreted effectors (VF1194) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]",gb|NP_250535,tse1,VF1194
VFG041031(gb|NP_251049) (PA2359) transcriptional regulator [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_251049,PA2359,VF0944
VFG041032(gb|NP_251050) (tssA) type VI secretion system protein TssA [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_251050,tssA,VF0944
VFG041033(gb|NP_251051) (tssM) type VI secretion system membrane subunit [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_251051,tssM,VF0944
VFG041034(gb|NP_251052) (icmH/tssL) DotU/TssL family secretion system protein [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_251052,icmH/tssL,VF0944
VFG041035(gb|NP_251053) (tssK) type VI secretion system baseplate subunit TssK [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_251053,tssK,VF0944
